,bead_diameter,fsa,nanoparticle_radius,chainlength,chain_density,coating_pattern,statepoint,status,sasa,signac_id,root
8bc8ee86433ead9b43c4aaecf7e35a99,0.6,0.2,2.5,9,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'8bc8ee86433ead9b43c4aaecf7e35a99-calc_sasa': 1, '8bc8ee86433ead9b43c4aaecf7e35a99-initialize': 1, '8bc8ee86433ead9b43c4aaecf7e35a99-equilibrate': 1, '8bc8ee86433ead9b43c4aaecf7e35a99-log_sasa': 1}",2.958288407,8bc8ee86433ead9b43c4aaecf7e35a99,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8c2ebe09efa228a9f229c96f50a288c2,0.6,0.4,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'8c2ebe09efa228a9f229c96f50a288c2-log_sasa': 1, '8c2ebe09efa228a9f229c96f50a288c2-initialize': 1, '8c2ebe09efa228a9f229c96f50a288c2-equilibrate': 1, '8c2ebe09efa228a9f229c96f50a288c2-calc_sasa': 1}",3.564450526,8c2ebe09efa228a9f229c96f50a288c2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8ca231f22e92bdf8d6594cb01bfb84cc,0.6,0.55,2.5,7,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'8ca231f22e92bdf8d6594cb01bfb84cc-equilibrate': 1, '8ca231f22e92bdf8d6594cb01bfb84cc-initialize': 1, '8ca231f22e92bdf8d6594cb01bfb84cc-log_sasa': 1, '8ca231f22e92bdf8d6594cb01bfb84cc-calc_sasa': 1}",12.0094203,8ca231f22e92bdf8d6594cb01bfb84cc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8cf95244d1ebce919857f5a58d6d8e9c,0.6,0.55,2.5,11,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'8cf95244d1ebce919857f5a58d6d8e9c-log_sasa': 1, '8cf95244d1ebce919857f5a58d6d8e9c-calc_sasa': 1, '8cf95244d1ebce919857f5a58d6d8e9c-initialize': 1, '8cf95244d1ebce919857f5a58d6d8e9c-equilibrate': 1}",5.535346212,8cf95244d1ebce919857f5a58d6d8e9c,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8cfb1a7d68c0a043eb84e87ea1d60892,0.6,0.65,2.5,9,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'8cfb1a7d68c0a043eb84e87ea1d60892-calc_sasa': 1, '8cfb1a7d68c0a043eb84e87ea1d60892-log_sasa': 1, '8cfb1a7d68c0a043eb84e87ea1d60892-initialize': 1, '8cfb1a7d68c0a043eb84e87ea1d60892-equilibrate': 1}",14.74710354,8cfb1a7d68c0a043eb84e87ea1d60892,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8d6e5569c44a53614ace444d28d4ace2,0.6,0.65,2.5,5,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'8d6e5569c44a53614ace444d28d4ace2-equilibrate': 1, '8d6e5569c44a53614ace444d28d4ace2-log_sasa': 1, '8d6e5569c44a53614ace444d28d4ace2-initialize': 1, '8d6e5569c44a53614ace444d28d4ace2-calc_sasa': 1}",19.28138054,8d6e5569c44a53614ace444d28d4ace2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8dfb9b443ddbad6acd7461ea3995338c,0.6,0.65,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'8dfb9b443ddbad6acd7461ea3995338c-equilibrate': 1, '8dfb9b443ddbad6acd7461ea3995338c-initialize': 1, '8dfb9b443ddbad6acd7461ea3995338c-log_sasa': 1, '8dfb9b443ddbad6acd7461ea3995338c-calc_sasa': 1}",7.751672335,8dfb9b443ddbad6acd7461ea3995338c,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8e8fadafbaaa91f015989a8175f36492,0.6,0.6,2.5,5,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'8e8fadafbaaa91f015989a8175f36492-equilibrate': 1, '8e8fadafbaaa91f015989a8175f36492-initialize': 1, '8e8fadafbaaa91f015989a8175f36492-calc_sasa': 1, '8e8fadafbaaa91f015989a8175f36492-log_sasa': 1}",21.68606987,8e8fadafbaaa91f015989a8175f36492,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
8e9fdc0af35f580b1cee88800ed6cb92,0.6,0.2,2.5,11,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'8e9fdc0af35f580b1cee88800ed6cb92-equilibrate': 1, '8e9fdc0af35f580b1cee88800ed6cb92-log_sasa': 1, '8e9fdc0af35f580b1cee88800ed6cb92-calc_sasa': 1, '8e9fdc0af35f580b1cee88800ed6cb92-initialize': 1}",2.663318779,8e9fdc0af35f580b1cee88800ed6cb92,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
90a284d8354d6d52d0faead3513e3eab,0.6,0.6,2.5,6,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'90a284d8354d6d52d0faead3513e3eab-initialize': 1, '90a284d8354d6d52d0faead3513e3eab-equilibrate': 1, '90a284d8354d6d52d0faead3513e3eab-calc_sasa': 1, '90a284d8354d6d52d0faead3513e3eab-log_sasa': 1}",14.98121447,90a284d8354d6d52d0faead3513e3eab,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
90bb093eccb73889ee4a22eba4c4ca52,0.6,0.2,2.5,10,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'90bb093eccb73889ee4a22eba4c4ca52-initialize': 1, '90bb093eccb73889ee4a22eba4c4ca52-equilibrate': 1, '90bb093eccb73889ee4a22eba4c4ca52-log_sasa': 1, '90bb093eccb73889ee4a22eba4c4ca52-calc_sasa': 1}",1.626789508,90bb093eccb73889ee4a22eba4c4ca52,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9169b402154958eff56a23cd0ce6ad38,0.6,0.25,2.5,9,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'9169b402154958eff56a23cd0ce6ad38-initialize': 1, '9169b402154958eff56a23cd0ce6ad38-calc_sasa': 1, '9169b402154958eff56a23cd0ce6ad38-log_sasa': 1, '9169b402154958eff56a23cd0ce6ad38-equilibrate': 1}",1.089191782,9169b402154958eff56a23cd0ce6ad38,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
91a5b85c4910e7d2b38dc6ead951a198,0.6,0.45,2.5,10,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'91a5b85c4910e7d2b38dc6ead951a198-initialize': 1, '91a5b85c4910e7d2b38dc6ead951a198-log_sasa': 1, '91a5b85c4910e7d2b38dc6ead951a198-equilibrate': 1, '91a5b85c4910e7d2b38dc6ead951a198-calc_sasa': 1}",5.386846981,91a5b85c4910e7d2b38dc6ead951a198,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
921c33959c956ffd6abce5c23a54b191,0.6,0.65,2.5,6,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'921c33959c956ffd6abce5c23a54b191-log_sasa': 1, '921c33959c956ffd6abce5c23a54b191-initialize': 1, '921c33959c956ffd6abce5c23a54b191-equilibrate': 1, '921c33959c956ffd6abce5c23a54b191-calc_sasa': 1}",23.61933105,921c33959c956ffd6abce5c23a54b191,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
93833fb3ea75be1a3590bde7272f82b2,0.6,0.25,2.5,10,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'93833fb3ea75be1a3590bde7272f82b2-calc_sasa': 1, '93833fb3ea75be1a3590bde7272f82b2-initialize': 1, '93833fb3ea75be1a3590bde7272f82b2-log_sasa': 1, '93833fb3ea75be1a3590bde7272f82b2-equilibrate': 1}",6.884241505,93833fb3ea75be1a3590bde7272f82b2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
955175079bed3d25ec32ede566ae95f5,0.6,0.25,2.5,10,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'955175079bed3d25ec32ede566ae95f5-log_sasa': 1, '955175079bed3d25ec32ede566ae95f5-initialize': 1, '955175079bed3d25ec32ede566ae95f5-equilibrate': 1}",0.836104134,955175079bed3d25ec32ede566ae95f5,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9561dc72767a29c2703278de5a69c185,0.6,0.55,2.5,8,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'9561dc72767a29c2703278de5a69c185-log_sasa': 1, '9561dc72767a29c2703278de5a69c185-initialize': 1, '9561dc72767a29c2703278de5a69c185-calc_sasa': 1, '9561dc72767a29c2703278de5a69c185-equilibrate': 1}",8.112486973,9561dc72767a29c2703278de5a69c185,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
95835f80cdb3ae32c89c9f3f1c0a9472,0.6,0.15,2.5,6,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'95835f80cdb3ae32c89c9f3f1c0a9472-initialize': 1, '95835f80cdb3ae32c89c9f3f1c0a9472-log_sasa': 1, '95835f80cdb3ae32c89c9f3f1c0a9472-equilibrate': 1, '95835f80cdb3ae32c89c9f3f1c0a9472-calc_sasa': 1}",2.79646832,95835f80cdb3ae32c89c9f3f1c0a9472,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
95ecaeb1bac3cb5af7da2aa254466c6c,0.6,0.55,2.5,8,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'95ecaeb1bac3cb5af7da2aa254466c6c-log_sasa': 1, '95ecaeb1bac3cb5af7da2aa254466c6c-calc_sasa': 1, '95ecaeb1bac3cb5af7da2aa254466c6c-initialize': 1, '95ecaeb1bac3cb5af7da2aa254466c6c-equilibrate': 1}",9.517516117,95ecaeb1bac3cb5af7da2aa254466c6c,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
96073600adc41b3fb384a0394d6fc9d7,0.6,0.6,2.5,11,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'96073600adc41b3fb384a0394d6fc9d7-initialize': 1, '96073600adc41b3fb384a0394d6fc9d7-equilibrate': 1, '96073600adc41b3fb384a0394d6fc9d7-log_sasa': 1, '96073600adc41b3fb384a0394d6fc9d7-calc_sasa': 1}",10.06223019,96073600adc41b3fb384a0394d6fc9d7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
96084b2b39143b23c263c1ae9e9005d7,0.6,0.5,2.5,6,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'96084b2b39143b23c263c1ae9e9005d7-initialize': 1, '96084b2b39143b23c263c1ae9e9005d7-equilibrate': 1, '96084b2b39143b23c263c1ae9e9005d7-calc_sasa': 1, '96084b2b39143b23c263c1ae9e9005d7-log_sasa': 1}",12.06782869,96084b2b39143b23c263c1ae9e9005d7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
963c6fdcd44efb05b15e9aca8fd251ca,0.6,0.25,2.5,7,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'963c6fdcd44efb05b15e9aca8fd251ca-calc_sasa': 1, '963c6fdcd44efb05b15e9aca8fd251ca-initialize': 1, '963c6fdcd44efb05b15e9aca8fd251ca-equilibrate': 1, '963c6fdcd44efb05b15e9aca8fd251ca-log_sasa': 1}",9.31595665,963c6fdcd44efb05b15e9aca8fd251ca,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9717e957957c7e8400ef3aef99c839a0,0.6,0.6,2.5,5,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'9717e957957c7e8400ef3aef99c839a0-log_sasa': 1, '9717e957957c7e8400ef3aef99c839a0-initialize': 1, '9717e957957c7e8400ef3aef99c839a0-equilibrate': 1, '9717e957957c7e8400ef3aef99c839a0-calc_sasa': 1}",16.59797497,9717e957957c7e8400ef3aef99c839a0,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9720be61b516dd3f2088b94e56ef0f06,0.6,0.2,2.5,11,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'9720be61b516dd3f2088b94e56ef0f06-log_sasa': 1, '9720be61b516dd3f2088b94e56ef0f06-equilibrate': 1, '9720be61b516dd3f2088b94e56ef0f06-calc_sasa': 1, '9720be61b516dd3f2088b94e56ef0f06-initialize': 1}",1.338317794,9720be61b516dd3f2088b94e56ef0f06,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
97e54546e3eb2877ef75605f6c806347,0.6,0.5,2.5,8,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'97e54546e3eb2877ef75605f6c806347-log_sasa': 1, '97e54546e3eb2877ef75605f6c806347-calc_sasa': 1, '97e54546e3eb2877ef75605f6c806347-initialize': 1, '97e54546e3eb2877ef75605f6c806347-equilibrate': 1}",8.827727652,97e54546e3eb2877ef75605f6c806347,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
982f6a6b12d6eb47cdd30d8306abf998,0.6,0.5,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'982f6a6b12d6eb47cdd30d8306abf998-log_sasa': 1, '982f6a6b12d6eb47cdd30d8306abf998-calc_sasa': 1, '982f6a6b12d6eb47cdd30d8306abf998-equilibrate': 1, '982f6a6b12d6eb47cdd30d8306abf998-initialize': 1}",5.011770058,982f6a6b12d6eb47cdd30d8306abf998,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
98470eccc015cb16453c06d69cd3480d,0.6,0.6,2.5,11,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'98470eccc015cb16453c06d69cd3480d-equilibrate': 1, '98470eccc015cb16453c06d69cd3480d-calc_sasa': 1, '98470eccc015cb16453c06d69cd3480d-initialize': 1, '98470eccc015cb16453c06d69cd3480d-log_sasa': 1}",8.789208679,98470eccc015cb16453c06d69cd3480d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9879555c93a9c03da0b7634bcadfc429,0.6,0.25,2.5,6,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'9879555c93a9c03da0b7634bcadfc429-equilibrate': 1, '9879555c93a9c03da0b7634bcadfc429-log_sasa': 1, '9879555c93a9c03da0b7634bcadfc429-calc_sasa': 1, '9879555c93a9c03da0b7634bcadfc429-initialize': 1}",2.511714015,9879555c93a9c03da0b7634bcadfc429,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
995f58a691e27ab16c9c950127235c09,0.6,0.6,2.5,5,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'995f58a691e27ab16c9c950127235c09-initialize': 1, '995f58a691e27ab16c9c950127235c09-calc_sasa': 1, '995f58a691e27ab16c9c950127235c09-equilibrate': 1, '995f58a691e27ab16c9c950127235c09-log_sasa': 1}",20.41176064,995f58a691e27ab16c9c950127235c09,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
99f3c2c5fd1a00b425474ffb702e491f,0.6,0.45,2.5,10,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'99f3c2c5fd1a00b425474ffb702e491f-calc_sasa': 1, '99f3c2c5fd1a00b425474ffb702e491f-equilibrate': 1, '99f3c2c5fd1a00b425474ffb702e491f-initialize': 1, '99f3c2c5fd1a00b425474ffb702e491f-log_sasa': 1}",10.54309837,99f3c2c5fd1a00b425474ffb702e491f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9a0701543183bcd10b3cd825192601d0,0.6,0.4,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'9a0701543183bcd10b3cd825192601d0-initialize': 1, '9a0701543183bcd10b3cd825192601d0-log_sasa': 1, '9a0701543183bcd10b3cd825192601d0-calc_sasa': 1, '9a0701543183bcd10b3cd825192601d0-equilibrate': 1}",6.7618332,9a0701543183bcd10b3cd825192601d0,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9a4047b5bf148b4cf2a23f3440d1c81d,0.6,0.6,2.5,11,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'9a4047b5bf148b4cf2a23f3440d1c81d-log_sasa': 1, '9a4047b5bf148b4cf2a23f3440d1c81d-calc_sasa': 1, '9a4047b5bf148b4cf2a23f3440d1c81d-initialize': 1, '9a4047b5bf148b4cf2a23f3440d1c81d-equilibrate': 1}",7.537649145,9a4047b5bf148b4cf2a23f3440d1c81d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9a822d8e1b18d0b5112591f8487c36ec,0.6,0.6,2.5,10,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'9a822d8e1b18d0b5112591f8487c36ec-log_sasa': 1, '9a822d8e1b18d0b5112591f8487c36ec-equilibrate': 1, '9a822d8e1b18d0b5112591f8487c36ec-calc_sasa': 1, '9a822d8e1b18d0b5112591f8487c36ec-initialize': 1}",15.19441372,9a822d8e1b18d0b5112591f8487c36ec,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9ab51f9ead3631cd5a8a73a72c83ea54,0.6,0.65,2.5,8,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'9ab51f9ead3631cd5a8a73a72c83ea54-initialize': 1, '9ab51f9ead3631cd5a8a73a72c83ea54-calc_sasa': 1, '9ab51f9ead3631cd5a8a73a72c83ea54-equilibrate': 1, '9ab51f9ead3631cd5a8a73a72c83ea54-log_sasa': 1}",11.91624855,9ab51f9ead3631cd5a8a73a72c83ea54,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9ac02092dc139c41361cc609f97a839e,0.6,0.5,2.5,10,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'9ac02092dc139c41361cc609f97a839e-calc_sasa': 1, '9ac02092dc139c41361cc609f97a839e-equilibrate': 1, '9ac02092dc139c41361cc609f97a839e-initialize': 1, '9ac02092dc139c41361cc609f97a839e-log_sasa': 1}",4.900937071,9ac02092dc139c41361cc609f97a839e,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9b5e672e9bc9cd7ca62f10a454b0a3d4,0.6,0.3,2.5,7,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'9b5e672e9bc9cd7ca62f10a454b0a3d4-calc_sasa': 1, '9b5e672e9bc9cd7ca62f10a454b0a3d4-log_sasa': 1, '9b5e672e9bc9cd7ca62f10a454b0a3d4-equilibrate': 1, '9b5e672e9bc9cd7ca62f10a454b0a3d4-initialize': 1}",3.66243897,9b5e672e9bc9cd7ca62f10a454b0a3d4,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9bd835706cf313f5ab3006930d1716e7,0.6,0.45,2.5,10,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'9bd835706cf313f5ab3006930d1716e7-initialize': 1, '9bd835706cf313f5ab3006930d1716e7-equilibrate': 1, '9bd835706cf313f5ab3006930d1716e7-log_sasa': 1, '9bd835706cf313f5ab3006930d1716e7-calc_sasa': 1}",3.743636708,9bd835706cf313f5ab3006930d1716e7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9c18fe13c48156a4283c65bda2d412ae,0.6,0.55,2.5,9,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'9c18fe13c48156a4283c65bda2d412ae-equilibrate': 1, '9c18fe13c48156a4283c65bda2d412ae-calc_sasa': 1, '9c18fe13c48156a4283c65bda2d412ae-initialize': 1, '9c18fe13c48156a4283c65bda2d412ae-log_sasa': 1}",14.06297056,9c18fe13c48156a4283c65bda2d412ae,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9da48c4ed7f2a3f75fb69555446ecaab,0.6,0.6,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'9da48c4ed7f2a3f75fb69555446ecaab-initialize': 1, '9da48c4ed7f2a3f75fb69555446ecaab-calc_sasa': 1, '9da48c4ed7f2a3f75fb69555446ecaab-log_sasa': 1, '9da48c4ed7f2a3f75fb69555446ecaab-equilibrate': 1}",12.95384066,9da48c4ed7f2a3f75fb69555446ecaab,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9dbd81e6f6e9e4e7cba6df7e0582781d,0.6,0.3,2.5,7,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'9dbd81e6f6e9e4e7cba6df7e0582781d-initialize': 1, '9dbd81e6f6e9e4e7cba6df7e0582781d-equilibrate': 1, '9dbd81e6f6e9e4e7cba6df7e0582781d-calc_sasa': 1, '9dbd81e6f6e9e4e7cba6df7e0582781d-log_sasa': 1}",4.664089584,9dbd81e6f6e9e4e7cba6df7e0582781d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
9dc57f5d40e923ee540323a31ad2affa,0.6,0.2,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'9dc57f5d40e923ee540323a31ad2affa-calc_sasa': 1, '9dc57f5d40e923ee540323a31ad2affa-log_sasa': 1, '9dc57f5d40e923ee540323a31ad2affa-initialize': 1, '9dc57f5d40e923ee540323a31ad2affa-equilibrate': 1}",2.938821101,9dc57f5d40e923ee540323a31ad2affa,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
